"Short name",,"4G_ECGI","Radio NW Availability","E-UTRAN Average CQI [CDBH]","UL User Throughput_Kbps [CDBH]","VoLTE Traffic_24Hrs","UL PUCCH SINR [CDBH]","Data Volume DL - Total [MB] [CDBH]","RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","VoLTE DCR_Nom [CBBH]","VoLTE DCR_Denom [CBBH]","VoLTE DCR [CBBH]","PS handover success rate [LTE Intra System] [CDBH]","VoLTE SRVCC SR_Nom [CBBH]","VoLTE SRVCC SR_Denom [CBBH]","VoLTE SRVCC SR [CBBH]","VoLTE ERAB Setup Success Rate [CBBH]","VoLTE SRVCC SR_Denom","VoLTE SRVCC SR","DL User Throughput_Kbps [CDBH]","Average number of used DL PRBs [CDBH]","Average UE Distance_KM [CDBH]","VoLTE Packet Loss DL [CBBH]","VoLTE Packet Loss UL [CBBH]","4G Data Volume_L1800 [GB]","4G Data Volume_L900 [GB]","MV_4G Data Volume_GB_TDD","4G Data Volume_L2100 [GB]","MV_4G Data Volume_GB","4G Data Volume [GB]","PS Drop Call Rate % [CDBH]"
,"12 Jan 23","405-52-931051-191",100.00,7.98,113.06,342.30,2.50,2045.17,98.75,53.86,1.00,557.00,0.18,93.66,0.00,0.00,,99.37,0.00,,362.20,97.05,0.958,0.04,0.49,,50.58,0.00,,50.5773,50.58,2.90
,"13 Jan 23","405-52-931051-191",100.00,7.89,158.10,315.11,4.08,2198.80,98.82,99.59,2.00,554.00,0.36,99.83,0.00,0.00,,100.00,0.00,,603.75,95.50,1.086,0.03,0.21,,41.11,0.00,,41.1130,41.11,0.95
,"14 Jan 23","405-52-931051-191",98.95,8.16,211.11,300.61,7.48,2963.04,99.46,100.00,0.00,487.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2326.26,88.08,1.200,0.01,0.32,,47.40,0.00,,47.4030,47.40,0.18
,"15 Jan 23","405-52-931051-191",100.00,7.95,75.87,385.97,3.15,2008.97,99.14,98.68,1.00,648.00,0.15,99.04,0.00,0.00,,98.08,0.00,,443.76,94.83,1.086,0.03,0.20,,42.04,0.00,,42.0414,42.04,0.65
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-192","11 Jan 23","405-52-931051-192",99.99,6.76,289.68,190.91,2.23,1309.78,98.67,99.21,0.00,392.00,0.00,37.44,0.00,0.00,,100.00,0.00,,758.84,85.78,1.258,0.03,0.21,,24.51,0.00,,24.5130,24.51,2.23
,"12 Jan 23","405-52-931051-192",100.00,7.51,86.39,183.65,1.61,2042.18,96.03,98.14,0.00,233.00,0.00,58.26,0.00,0.00,,98.00,0.00,,951.27,94.85,1.294,0.04,0.26,,27.57,0.00,,27.5709,27.57,4.74
,"13 Jan 23","405-52-931051-192",100.00,6.51,121.98,168.60,2.25,1136.37,96.85,98.10,0.00,254.00,0.00,99.90,0.00,0.00,,100.00,0.00,,712.65,85.55,1.389,0.07,0.44,,18.78,0.00,,18.7823,18.78,3.73
,"14 Jan 23","405-52-931051-192",98.95,7.23,111.52,158.37,2.98,1325.66,97.73,98.45,0.00,485.00,0.00,78.69,0.00,0.00,,100.00,0.00,,1970.03,67.03,1.466,0.01,0.16,,19.26,0.00,,19.2568,19.26,1.79
,"15 Jan 23","405-52-931051-192",100.00,7.24,77.10,193.39,1.74,1124.58,97.69,98.51,0.00,407.00,0.00,95.12,0.00,0.00,,100.00,0.00,,620.64,85.53,1.381,0.05,0.31,,21.42,0.00,,21.4158,21.42,3.61
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-193","11 Jan 23","405-52-931051-193",99.99,8.45,197.22,303.32,4.02,2131.48,99.90,99.89,3.00,391.00,0.77,98.63,0.00,0.00,,99.33,0.00,,1374.44,81.12,1.593,0.10,0.33,,38.75,0.00,,38.7474,38.75,0.18
,"12 Jan 23","405-52-931051-193",100.00,8.07,39.25,298.14,1.93,1627.13,98.34,47.46,2.00,494.00,0.40,99.37,0.00,0.00,,95.35,0.00,,383.96,93.00,1.304,0.10,0.32,,33.82,0.00,,33.8177,33.82,6.29
,"13 Jan 23","405-52-931051-193",100.00,8.39,98.53,286.28,2.85,1426.12,98.47,98.65,1.00,503.00,0.20,99.90,0.00,0.00,,100.00,0.00,,569.84,87.75,1.452,0.11,0.24,,30.75,0.00,,30.7503,30.75,1.62
,"14 Jan 23","405-52-931051-193",98.95,8.13,147.95,295.42,5.72,1777.57,99.69,99.73,0.00,462.00,0.00,70.60,0.00,0.00,,98.55,0.00,,853.63,93.22,1.466,0.06,0.21,,35.52,0.00,,35.5233,35.52,0.56
,"15 Jan 23","405-52-931051-193",100.00,7.96,47.11,354.24,2.72,1647.48,97.85,97.25,1.00,478.00,0.21,87.04,0.00,0.00,,97.65,0.00,,339.83,91.28,1.467,0.07,0.32,,35.69,0.00,,35.6855,35.69,4.57
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-21","11 Jan 23","405-52-931051-21",99.99,9.18,748.19,84.49,4.58,11820.26,99.95,99.67,0.00,216.00,0.00,99.80,0.00,0.00,,100.00,0.00,,1638.48,94.22,0.606,0.00,0.04,222.72,,222.72,,222.7190,222.72,1.22
,"12 Jan 23","405-52-931051-21",100.00,8.63,2158.38,80.53,3.30,10037.25,99.92,99.92,3.00,254.00,1.18,99.72,0.00,0.00,,100.00,0.00,,1512.88,96.30,0.508,0.10,0.09,236.33,,236.33,,236.3317,236.33,0.19
,"13 Jan 23","405-52-931051-21",100.00,8.74,652.09,84.59,3.12,11417.84,99.84,99.94,1.00,311.00,0.32,99.61,0.00,0.00,,100.00,0.00,,2584.97,96.28,0.568,0.05,0.06,216.80,,216.80,,216.8046,216.80,0.25
,"14 Jan 23","405-52-931051-21",98.95,8.94,848.68,81.53,3.56,11058.75,99.98,99.85,0.00,261.00,0.00,96.17,0.00,0.00,,100.00,0.00,,1432.25,93.72,0.569,0.00,0.04,215.53,,215.53,,215.5310,215.53,0.27
,"15 Jan 23","405-52-931051-21",100.00,8.52,850.78,82.50,2.86,10317.06,99.77,99.88,2.00,293.00,0.68,99.44,0.00,0.00,,100.00,0.00,,4829.93,87.85,0.586,0.04,0.10,207.52,,207.52,,207.5242,207.52,0.20
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-22","11 Jan 23","405-52-931051-22",99.99,8.23,757.55,96.24,2.37,10022.99,100.00,99.96,0.00,352.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1491.55,97.00,0.680,0.01,0.04,189.37,,189.37,,189.3744,189.37,0.19
,"12 Jan 23","405-52-931051-22",100.00,8.72,597.68,102.37,2.90,10954.78,100.00,99.88,0.00,417.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3802.19,92.30,0.689,0.01,0.06,190.21,,190.21,,190.2055,190.21,0.10
,"13 Jan 23","405-52-931051-22",100.00,7.76,534.09,108.45,2.47,8960.42,99.76,99.69,1.00,574.00,0.17,99.57,0.00,0.00,,99.90,0.00,,874.83,97.67,0.671,0.03,0.06,185.16,,185.16,,185.1633,185.16,0.77
,"14 Jan 23","405-52-931051-22",98.95,7.99,551.23,95.19,2.68,9989.08,99.88,99.63,0.00,427.00,0.00,99.01,0.00,0.00,,100.00,0.00,,4187.05,92.35,0.756,0.01,0.09,190.24,,190.24,,190.2393,190.24,0.46
,"15 Jan 23","405-52-931051-22",100.00,7.71,893.09,89.25,2.05,8827.03,99.98,99.79,0.00,304.00,0.00,98.28,0.00,0.00,,100.00,0.00,,2676.50,95.55,0.812,0.02,0.06,178.85,,178.85,,178.8462,178.85,0.27
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-23","11 Jan 23","405-52-931051-23",99.99,9.52,845.33,83.40,4.78,12957.31,99.93,99.68,1.00,305.00,0.33,99.86,0.00,0.00,,100.00,0.00,,1041.18,95.83,0.651,0.05,0.13,252.59,,252.59,,252.5939,252.59,0.41
,"12 Jan 23","405-52-931051-23",100.00,9.99,625.44,77.61,4.81,13033.74,99.86,99.67,1.00,236.00,0.42,98.21,0.00,0.00,,99.90,0.00,,913.97,96.03,0.725,0.06,0.32,258.32,,258.32,,258.3196,258.32,0.18
,"13 Jan 23","405-52-931051-23",100.00,9.44,590.28,85.07,4.07,12516.75,99.24,99.49,1.00,251.00,0.40,99.78,0.00,0.00,,100.00,0.00,,639.18,96.33,0.630,0.04,0.09,250.14,,250.14,,250.1372,250.14,0.70
,"14 Jan 23","405-52-931051-23",98.95,9.29,548.64,80.75,3.56,11773.17,99.70,99.70,0.00,379.00,0.00,98.40,0.00,0.00,,100.00,0.00,,2616.04,95.00,0.845,0.05,0.57,235.02,,235.02,,235.0244,235.02,0.34
,"15 Jan 23","405-52-931051-23",100.00,8.82,600.24,95.78,3.14,11187.19,99.80,99.60,0.00,130.00,0.00,98.88,0.00,0.00,,100.00,0.00,,2341.85,97.42,1.009,0.04,0.11,218.32,,218.32,,218.3184,218.32,0.39
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-31","11 Jan 23","405-52-931051-31",99.99,9.99,637.17,59.84,4.06,6994.04,99.57,99.85,0.00,158.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1095.00,98.60,0.980,0.11,0.11,,,121.42,121.42,121.4167,121.42,0.33
,"12 Jan 23","405-52-931051-31",100.00,9.74,562.23,41.82,1.95,6636.68,99.76,61.28,2.00,117.00,1.71,99.50,0.00,0.00,,99.56,0.00,,761.20,98.60,0.882,0.22,0.08,,,138.90,138.90,138.9028,138.90,1.55
,"13 Jan 23","405-52-931051-31",100.00,9.30,659.33,50.38,2.36,6220.55,98.62,99.03,1.00,112.00,0.89,100.00,0.00,0.00,,99.62,0.00,,648.34,98.28,0.915,0.19,0.15,,,124.23,124.23,124.2348,124.23,1.28
,"14 Jan 23","405-52-931051-31",98.95,9.54,448.88,51.28,5.59,6440.94,99.97,99.83,0.00,130.00,0.00,99.61,0.00,0.00,,100.00,0.00,,1463.81,96.65,1.125,0.05,0.04,,,119.93,119.93,119.9298,119.93,0.20
,"15 Jan 23","405-52-931051-31",100.00,9.40,459.18,66.84,3.41,5263.03,99.03,99.59,1.00,177.00,0.56,98.54,0.00,0.00,,100.00,0.00,,883.23,98.42,1.097,0.07,0.08,,,108.50,108.50,108.4987,108.50,0.65
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-32","11 Jan 23","405-52-931051-32",99.99,8.34,683.49,38.28,2.26,5337.42,99.89,99.88,0.00,222.00,0.00,99.90,0.00,0.00,,100.00,0.00,,1967.33,95.95,1.024,0.03,0.04,,,93.37,93.37,93.3712,93.37,0.47
,"12 Jan 23","405-52-931051-32",100.00,8.16,639.13,29.98,2.07,5631.36,99.66,99.79,0.00,90.00,0.00,99.81,0.00,0.00,,100.00,0.00,,1808.32,97.38,1.056,0.08,0.17,,,98.92,98.92,98.9197,98.92,0.33
,"13 Jan 23","405-52-931051-32",100.00,8.25,711.80,32.88,1.71,5042.39,99.50,99.86,1.00,109.00,0.92,99.88,0.00,0.00,,100.00,0.00,,1135.36,97.97,0.852,0.09,0.03,,,90.33,90.33,90.3252,90.33,0.41
,"14 Jan 23","405-52-931051-32",98.95,8.28,613.96,33.02,2.24,5479.87,99.75,99.78,0.00,189.00,0.00,98.54,0.00,0.00,,100.00,0.00,,1687.25,97.72,0.938,0.02,0.03,,,89.91,89.91,89.9084,89.91,0.55
,"15 Jan 23","405-52-931051-32",100.00,7.95,690.94,36.25,4.43,4672.94,99.65,99.81,0.00,160.00,0.00,97.33,0.00,0.00,,100.00,0.00,,2486.12,92.42,1.056,0.02,0.04,,,86.29,86.29,86.2900,86.29,0.52
"@Nokia-BIH8-PLMN-PLMN/MRBTS-931051/LNBTS-931051/LNCEL-33","11 Jan 23","405-52-931051-33",99.99,9.90,472.02,47.09,3.56,6908.12,95.82,99.42,0.00,80.00,0.00,99.85,0.00,0.00,,100.00,0.00,,668.58,98.90,0.947,0.01,0.07,,,127.48,127.48,127.4801,127.48,0.49
,"12 Jan 23","405-52-931051-33",100.00,10.03,439.60,38.37,5.78,7790.47,98.63,99.94,0.00,102.00,0.00,100.00,0.00,0.00,,99.25,0.00,,1238.61,98.50,1.052,0.05,0.08,,,135.89,135.89,135.8933,135.89,0.17
,"13 Jan 23","405-52-931051-33",100.00,9.80,497.15,35.72,3.96,6845.91,99.81,99.93,0.00,88.00,0.00,100.00,0.00,0.00,,99.58,0.00,,993.88,95.53,1.082,0.01,0.05,,,126.38,126.38,126.3769,126.38,0.27
,"14 Jan 23","405-52-931051-33",98.95,9.43,528.94,40.22,5.18,6333.78,98.89,99.60,0.00,112.00,0.00,99.21,0.00,0.00,,100.00,0.00,,963.92,98.75,1.124,0.05,0.10,,,116.32,116.32,116.3156,116.32,0.49
,"15 Jan 23","405-52-931051-33",100.00,9.93,510.77,53.36,6.34,6287.50,98.78,99.30,0.00,124.00,0.00,99.42,0.00,0.00,,100.00,0.00,,1094.92,97.38,1.137,0.02,0.05,,,113.69,113.69,113.6868,113.69,1.83
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820666/LNBTS-820667/LNCEL-11","11 Jan 23","405-52-820667-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820667-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820667-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820667-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820667-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820666/LNBTS-820667/LNCEL-12","11 Jan 23","405-52-820667-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820667-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820667-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820667-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820667-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820666/LNBTS-820667/LNCEL-13","11 Jan 23","405-52-820667-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-820667-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-820667-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-820667-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820667-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820672/LNBTS-820672/LNCEL-11","11 Jan 23","405-52-820672-11",88.54,12.56,115.41,118.10,1.22,17730.12,99.46,99.21,0.00,309.00,0.00,,0.00,0.00,,100.00,0.00,,11759.55,76.62,0.225,0.05,0.11,,,195.57,,195.5661,195.57,
,"12 Jan 23","405-52-820672-11",62.52,11.95,196.36,111.38,1.08,14081.93,99.51,99.74,0.00,67.00,0.00,100.00,0.00,0.00,,100.00,0.00,,10133.02,77.15,0.281,0.10,0.04,,,177.29,,177.2924,177.29,0.00
,"13 Jan 23","405-52-820672-11",100.00,12.12,113.66,119.52,1.26,15709.87,99.57,99.72,0.00,201.00,0.00,77.42,0.00,0.00,,99.53,0.00,,12217.32,75.40,0.253,0.05,0.12,,,214.54,,214.5446,214.54,
,"14 Jan 23","405-52-820672-11",100.00,11.75,98.78,129.69,1.08,14623.33,96.17,99.66,0.00,171.00,0.00,100.00,0.00,0.00,,100.00,0.00,,6215.38,84.65,0.241,0.02,0.07,,,225.32,,225.3233,225.32,
,"15 Jan 23","405-52-820672-11",100.00,11.69,121.18,137.94,1.23,12850.12,99.84,99.86,1.00,210.00,0.48,100.00,0.00,0.00,,100.00,0.00,,6976.31,77.03,0.240,0.01,0.05,,,217.71,,217.7083,217.71,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820672/LNBTS-820672/LNCEL-12","11 Jan 23","405-52-820672-12",54.61,8.87,125.45,11.05,0.62,4267.29,99.03,99.23,0.00,90.00,0.00,100.00,0.00,0.00,,100.00,0.00,,6180.40,56.83,0.778,0.20,0.88,,,29.04,,29.0418,29.04,
,"12 Jan 23","405-52-820672-12",62.52,9.67,51.06,50.23,-0.68,3535.51,98.19,97.71,0.00,112.00,0.00,98.47,0.00,0.00,,97.67,0.00,,6932.04,45.92,0.676,1.04,1.64,,,39.27,,39.2741,39.27,
,"13 Jan 23","405-52-820672-12",100.00,7.91,87.85,60.98,1.43,4404.65,99.78,99.78,2.00,156.00,1.28,100.00,0.00,0.00,,99.29,0.00,,4306.58,69.83,0.860,3.54,4.85,,,53.12,,53.1214,53.12,
,"14 Jan 23","405-52-820672-12",100.00,8.48,111.81,65.21,4.15,5429.50,99.90,99.89,0.00,129.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7687.63,62.62,0.916,0.03,0.08,,,84.17,,84.1744,84.17,
,"15 Jan 23","405-52-820672-12",100.00,7.76,106.84,62.64,4.87,5635.55,99.83,99.46,0.00,108.00,0.00,99.21,0.00,0.00,,100.00,0.00,,2769.52,79.47,0.958,0.02,0.10,,,99.65,,99.6490,99.65,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820672/LNBTS-820672/LNCEL-13","11 Jan 23","405-52-820672-13",54.61,9.27,126.30,33.14,3.12,6421.00,99.68,99.08,0.00,119.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5023.24,73.05,0.622,0.10,0.05,,,55.37,,55.3694,55.37,
,"12 Jan 23","405-52-820672-13",62.52,9.75,45.21,135.56,0.69,6683.39,99.31,99.40,0.00,319.00,0.00,96.67,0.00,0.00,,98.25,0.00,,4358.30,69.72,0.370,0.10,0.92,,,60.11,,60.1078,60.11,
,"13 Jan 23","405-52-820672-13",100.00,9.49,103.25,150.31,0.93,9032.81,99.79,99.80,0.00,385.00,0.00,98.06,0.00,0.00,,100.00,0.00,,3048.26,89.83,0.467,0.14,0.53,,,78.01,,78.0131,78.01,
,"14 Jan 23","405-52-820672-13",100.00,9.47,246.41,176.00,4.56,9342.13,99.87,99.80,1.00,283.00,0.35,100.00,0.00,0.00,,100.00,0.00,,2030.61,94.60,0.465,0.02,0.08,,,150.14,,150.1394,150.14,0.00
,"15 Jan 23","405-52-820672-13",100.00,9.56,178.11,179.16,4.61,10359.35,99.56,99.78,1.00,302.00,0.33,100.00,0.00,0.00,,100.00,0.00,,1725.52,97.88,0.401,0.01,0.04,,,185.89,,185.8865,185.89,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820685/LNBTS-820685/LNCEL-11","11 Jan 23","405-52-820685-11",96.56,8.20,90.59,31.59,0.85,6587.64,96.68,98.37,0.00,36.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2071.10,91.25,0.477,0.09,0.25,,,87.13,,87.1346,87.13,
,"12 Jan 23","405-52-820685-11",96.96,9.18,46.54,34.10,0.22,5535.73,95.69,97.28,0.00,102.00,0.00,94.32,0.00,0.00,,100.00,0.00,,5191.08,68.45,0.454,0.66,1.74,,,89.98,,89.9796,89.98,
,"13 Jan 23","405-52-820685-11",43.92,9.08,41.85,9.90,-0.51,3499.75,98.12,96.78,0.00,112.00,0.00,98.51,0.00,0.00,,99.38,0.00,,7423.57,46.67,0.483,0.51,0.89,,,20.46,,20.4587,20.46,
,"14 Jan 23","405-52-820685-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820685-11",34.57,8.19,108.24,13.49,1.46,7307.87,98.00,98.89,0.00,71.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2633.85,91.40,0.504,0.16,0.19,,,48.64,,48.6393,48.64,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820685/LNBTS-820685/LNCEL-12","11 Jan 23","405-52-820685-12",96.56,8.37,80.60,80.61,0.89,7731.28,99.69,99.88,0.00,235.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1690.94,96.55,0.424,0.13,0.33,,,118.98,,118.9814,118.98,
,"12 Jan 23","405-52-820685-12",96.96,8.72,58.08,91.17,0.72,7114.01,98.83,99.61,0.00,323.00,0.00,100.00,0.00,0.00,,99.50,0.00,,2760.94,89.45,0.358,0.66,0.57,,,81.22,,81.2243,81.22,
,"13 Jan 23","405-52-820685-12",43.92,9.70,77.74,17.29,-0.14,4143.76,99.39,99.41,0.00,280.00,0.00,100.00,0.00,0.00,,99.67,0.00,,14626.35,35.52,0.396,0.23,1.20,,,24.61,,24.6081,24.61,
,"14 Jan 23","405-52-820685-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820685-12",34.57,8.06,71.33,45.77,2.04,6534.15,99.50,99.11,1.00,226.00,0.44,100.00,0.00,0.00,,98.94,0.00,,1491.19,96.05,0.297,0.10,0.17,,,52.42,,52.4175,52.42,
"@Nokia-BIH9-PLMN-PLMN/MRBTS-820685/LNBTS-820685/LNCEL-13","11 Jan 23","405-52-820685-13",96.56,8.39,83.89,135.35,3.75,7365.52,99.61,99.47,0.00,780.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1349.08,97.45,0.339,0.18,0.07,,,111.60,,111.5966,111.60,
,"12 Jan 23","405-52-820685-13",96.96,8.95,55.65,157.44,0.44,6397.75,98.82,99.31,1.00,809.00,0.12,100.00,0.00,0.00,,99.85,0.00,,4671.33,73.50,0.440,0.17,0.31,,,75.46,,75.4566,75.46,0.00
,"13 Jan 23","405-52-820685-13",43.92,9.66,33.37,30.09,-0.04,4212.93,98.20,96.78,1.00,500.00,0.20,100.00,0.00,0.00,,100.00,0.00,,8440.94,45.12,0.346,0.22,0.82,,,27.94,,27.9404,27.94,
,"14 Jan 23","405-52-820685-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-820685-13",34.57,8.39,150.90,53.09,4.24,7704.40,99.47,99.56,0.00,280.00,0.00,99.52,0.00,0.00,,100.00,0.00,,1612.70,94.70,0.334,0.20,0.07,,,61.33,,61.3317,61.33,0.00
"BH_E_F1_OM_BBHRIZ-02B_B","11 Jan 23","405-52-919656-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-919656-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-919656-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-919656-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-919656-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_E_F1_OM_BHKPY-04A_A","11 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_E_F1_OM_BHKPY-04B_B","11 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_E_F1_OM_BHKPY-04C_C","11 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_E_F1_OM_BHRIZ-02A_A","11 Jan 23","405-52-919656-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-919656-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-919656-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-919656-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-919656-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_E_F1_OM_BHRIZ-02A_A","11 Jan 23","405-52-919656-31",100.00,5.69,159.41,44.92,3.64,1416.40,99.47,99.49,0.00,135.00,0.00,99.03,0.00,0.00,,100.00,0.00,,1896.69,62.23,2.205,0.37,0.47,,,19.34,19.34,19.3374,19.34,
,"12 Jan 23","405-52-919656-31",100.00,5.84,187.43,60.38,3.63,1832.80,99.72,99.69,0.00,137.00,0.00,100.00,0.00,0.00,,99.07,0.00,,1137.75,81.70,2.114,0.27,0.15,,,22.61,22.61,22.6052,22.61,
,"13 Jan 23","405-52-919656-31",100.00,5.60,116.54,57.90,2.90,2165.11,99.46,99.68,0.00,122.00,0.00,100.00,0.00,0.00,,100.00,0.00,,1150.89,87.28,2.287,0.35,0.42,,,23.54,23.54,23.5358,23.54,
,"14 Jan 23","405-52-919656-31",100.00,5.70,188.24,58.22,3.54,1685.82,99.87,99.90,1.00,141.00,0.71,99.28,0.00,0.00,,100.00,0.00,,1710.25,69.80,2.267,0.55,0.87,,,23.95,23.95,23.9502,23.95,
,"15 Jan 23","405-52-919656-31",100.00,6.74,191.31,55.89,4.38,1551.34,99.64,99.84,1.00,126.00,0.79,100.00,0.00,0.00,,100.00,0.00,,3247.47,47.88,2.363,0.41,0.76,,,23.92,23.92,23.9181,23.92,
"BH_E_F1_OM_BHRIZ-02B_B","11 Jan 23","405-52-919656-32",100.00,6.13,202.89,7.07,4.43,723.58,99.79,100.00,0.00,31.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3969.98,32.42,2.166,0.23,0.14,,,5.32,5.32,5.3171,5.32,
,"12 Jan 23","405-52-919656-32",100.00,6.00,188.77,9.39,4.00,987.52,97.49,99.53,1.00,28.00,3.57,100.00,0.00,0.00,,100.00,0.00,,2201.30,44.67,1.800,0.15,0.04,,,7.28,7.28,7.2764,7.28,
,"13 Jan 23","405-52-919656-32",100.00,5.28,347.56,12.28,3.79,960.41,99.83,100.00,1.00,35.00,2.86,100.00,0.00,0.00,,100.00,0.00,,1609.01,57.67,1.720,0.20,0.46,,,7.93,7.93,7.9315,7.93,0.00
,"14 Jan 23","405-52-919656-32",100.00,5.65,532.23,13.12,3.73,1169.29,99.78,99.75,0.00,33.00,0.00,98.15,0.00,0.00,,100.00,0.00,,2727.64,45.88,1.804,0.13,0.14,,,10.83,10.83,10.8344,10.83,
,"15 Jan 23","405-52-919656-32",100.00,5.69,296.16,11.98,4.15,1178.46,99.38,99.77,0.00,42.00,0.00,100.00,0.00,0.00,,100.00,0.00,,3367.21,47.12,1.939,0.16,0.32,,,9.56,9.56,9.5550,9.56,0.00
"BH_E_F1_OM_BHRIZ-02C_C","11 Jan 23","405-52-919656-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-919656-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-919656-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
