Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic
,18-Mar-23,99.42,99.66,0.7,3531.11,103.9,96.88,100,7.13,-117.02,0,99.07,100,100,100,1.32,0.45,6.1742,1.72
,19-Mar-23,100,98.82,1.13,3263.52,82.25,96.92,,7.61,-117.09,0,94.87,100,100,100,0.23,0.57,6.7208,2.14
,20-Mar-23,99.86,99.49,0.1,2924.04,75.86,100,100,6.12,-117.1,0,91.3,100,100,100,0.59,0.41,4.7825,1.75
CH_E_T1_HS_HPSC0198C_C,16-Mar-23,100,98.78,0.55,2123.16,83.74,100,100,6.43,-116.91,0,97.87,100,100,100,0.82,0.91,7.182,1.99
,17-Mar-23,99.93,99.92,0.72,1521.66,74.49,99.07,100,6.24,-116.69,0,87.8,100,100,100,0.9,0.45,9.0831,3.79
,18-Mar-23,99.82,99.36,1.26,1378.45,49.4,98.51,100,6.4,-117,0,98.59,100,100,100,0.2,0.32,11.7474,4.13
,19-Mar-23,99.92,99.54,0.49,1776.7,67.82,98.81,100,6.18,-116.96,0,96.79,100,100,100,0.91,1.43,10.6922,3.98
,20-Mar-23,100,99.65,0,1102.8,82.18,93.75,100,5.64,-117.05,0,90.51,100,100,100,0.21,7.47,9.1193,3.36
CH_E_T1_HS_HPSC0199A_A,16-Mar-23,100,100,0,4838.95,162.07,93.81,100,8.55,-115.04,0,100,100,,100,0.24,0.59,15.9874,0.46
,17-Mar-23,100,99.39,0.21,5326.95,251.42,94.74,,8.62,-117.12,0,100,100,,,0.01,0.02,11.751,0.75
,18-Mar-23,99.65,99.42,0.8,6442.62,209.48,98.56,100,8.37,-117.03,0,100,100,100,95.45,5.09,6.7,11.3433,0.33
,19-Mar-23,100,100,0.58,4554.87,548.8,96.77,100,8.25,-116.97,10,98.04,100,100,43.75,7.94,4.95,15.8666,0.33
,20-Mar-23,100,100,0.09,5737.71,153.54,95.74,,8.06,-117.22,0,97.14,100,100,100,0.08,0.01,14.754,0.39
CH_E_T1_HS_HPSC0199B_B,16-Mar-23,100,99.61,0,5752.5,148.24,90.2,100,7.86,-115.48,50,100.88,100,100,95.24,34.04,17.56,11.0593,0.17
,17-Mar-23,100,100,0,19497.98,239.01,98.85,,9.39,-116.47,0,96,100,100,100,0.14,0.04,14.1504,0.23
,18-Mar-23,100,99.61,1.68,3240.99,78.04,86.54,100,8,-115.77,0,95.31,100,88.89,100,4.23,8.52,11.7745,0.16
,19-Mar-23,100,99.46,0.79,3193.99,525.04,93.04,100,7.98,-116.52,0,98.28,100,66.67,100,2.76,9.86,14.0203,0.24
,20-Mar-23,100,99.47,0.82,3255.24,153.4,90.55,100,6.8,-116.63,,91.84,100,,100,0.52,5.11,11.5511,0.14
CH_E_T1_HS_HPSC0199C_C,16-Mar-23,99.8,98.5,0.56,2014.36,209.1,90.35,100,6.69,-109.45,0,94.57,100,100,100,2.82,4.94,12.6007,0.38
,17-Mar-23,99.63,98.83,0.52,2147.88,489.25,89.41,100,7.46,-116.61,0,85.53,100,100,100,0.14,3.33,19.8537,0.41
,18-Mar-23,100,98.11,0.33,2719.32,393.26,93.16,100,7.65,-116.37,0,95.68,100,100,78.95,1.56,0.57,13.7685,0.5
,19-Mar-23,100,100,0.52,3889.74,331.2,90.15,100,7.46,-116.66,0,98.21,100,100,100,1.27,1.26,15.9536,0.43
,20-Mar-23,99.81,99.4,0.56,2298.01,165.58,92.64,100,7.69,-116.55,0,93.6,100,100,100,0.63,1.24,18.2208,0.46
CH_E_T1_HS_HPSC0201A_A,16-Mar-23,100,99.65,0.39,4073.38,183.47,100,100,9.19,-116.13,0,98.25,100,100,100,0.75,9.04,11.4023,2.46
,17-Mar-23,99.95,99.77,0.7,3439.85,87.61,100,100,9.3,-116.09,0,96.13,100,,100,0.15,0.19,16.3477,1.88
,18-Mar-23,100,99.52,0.46,3014.6,148.35,95,100,9.34,-116.4,0,93.37,100,100,100,0.79,0.61,14.6288,1.79
,19-Mar-23,99.7,99.86,0.16,4851.94,180.76,100,100,9.16,-116.23,0,98.04,100,100,100,0.53,0.96,19.4343,2.44
,20-Mar-23,100,99.97,0.27,3625.17,176.77,93.75,100,8.88,-116.38,3.7,102.68,100,100,98.36,2.19,1.8,17.4486,1.78
CH_E_T1_HS_HPSC0201B_B,16-Mar-23,99.4,99.15,0.85,2657.58,166.91,97.44,100,6.92,-115.44,0,95.51,100,100,100,0.36,0.59,14.2476,1.39
,17-Mar-23,99.82,99.73,0.35,4638.05,106.03,92.86,100,7.95,-116.42,0,94.76,100,100,97.22,1.04,1.58,14.6531,1.53
,18-Mar-23,98.11,97.72,1.85,5612.91,90.3,96.15,100,8.37,-116.15,0,98.71,100,100,100,0.4,0.84,15.4534,2.7
,19-Mar-23,99.38,98.85,1.04,3598.92,145.34,95.24,100,7.49,-116.89,10,96.92,100,,100,0.35,1.3,17.9526,2.46
,20-Mar-23,99.85,99.91,0.28,6164.22,270.33,100,100,7.99,-116.25,0,100,100,100,100,3.76,0.43,17.63,1.5
CH_E_T1_HS_HPSC0201C_C,16-Mar-23,100,100,0.05,3550.47,200.06,100,100,8.11,-116.45,0,98.77,100,100,97.3,0.13,3.37,11.4709,1.51
,17-Mar-23,99.75,99.93,0.04,4309.12,329.24,100,100,8.84,-116.61,0,121.74,100,,100,0.17,0.41,13.6133,2.35
,18-Mar-23,99.62,99.89,0.06,4722.87,78.92,100,100,8.54,-116.55,0,97.14,100,100,100,0.16,1.83,13.7291,1.19
,19-Mar-23,100,100,0.04,4335.99,275,100,100,9.07,-116.85,0,99.05,100,100,100,0.16,2.61,14.391,1.87
,20-Mar-23,99.82,99.42,0.52,2857.8,107.59,100,100,8.48,-116.35,0,93.7,100,100,97.37,0.16,0.56,12.7248,1.15
CH_E_T1_HS_HPSC0203A_A,16-Mar-23,99.76,100,0.17,1943.44,66.47,99.57,100,7.03,-116.66,0,98.25,100,100,100,0.23,0.64,29.3911,11.99
,17-Mar-23,98.67,99.14,0.75,2237.52,74.85,99.49,100,7.95,-116.83,0,94.74,100,100,100,0.22,1.23,34.188,10.25
,18-Mar-23,98.48,97.87,3.05,1478.71,55.81,99.19,,6.88,-116.86,2.56,84.51,100,100,100,0.08,1.06,28.5551,7.23
,19-Mar-23,99.62,99.74,0.32,1574.22,83.05,99.24,100,7.24,-116.37,0,100,100,100,100,0.77,0.72,35.5687,10.2
,20-Mar-23,99.57,99.18,0.52,2046.02,93.09,97.99,100,7.88,-117.02,0,98,100,100,100,0.12,0.26,31.2767,9.28
CH_E_T1_HS_HPSC0203B_B,16-Mar-23,99.44,99.48,0.69,2199.26,32.98,99.22,100,7.25,-116.9,0,85.33,100,95.24,100,0.27,11.43,23.2121,17.43
,17-Mar-23,99.15,99.72,0.35,2618.15,78.04,93.7,100,7.54,-116.98,0,84.75,99.05,96,100,0.63,4.72,26.1229,15.46
,18-Mar-23,99.92,99.64,0.26,3255.31,77.88,86.61,100,7.31,-116.84,0,91.8,100,83.33,100,0.42,0.43,23.9678,14.23
,19-Mar-23,99.54,99.18,0.47,2151.02,65.37,98.21,100,7.62,-116.55,0,86.34,100,100,100,0.42,1.56,32.6277,17.54
,20-Mar-23,99.88,99.93,0.11,3922.47,42.77,95.07,100,8.54,-117.07,0,84.5,98.92,100,100,0.4,15.18,27.6477,18.2
CH_E_T1_HS_HPSC0203C_C,16-Mar-23,100,99.93,0,6691.1,121.36,99.07,100,8.88,-116.15,0,100,100,100,100,0.14,1.65,18.2049,7.41
,17-Mar-23,98.65,99.22,0.67,3444.32,50.63,98.45,100,8.6,-116.18,0,93.75,100,100,100,0.21,1.83,18.6159,7.35
,18-Mar-23,99.24,99.13,1.57,2706.72,37.53,99.76,100,8.11,-116.16,0,84.72,100,100,,0.79,2.44,15.6821,6.99
,19-Mar-23,99.78,99.57,0.54,5384.1,65.79,99.75,100,9.18,-115.98,0,96.23,100,100,100,0.52,1.4,22.6906,6.56
,20-Mar-23,99.02,98.18,1.62,2271.43,79.06,98.83,100,8.5,-116.15,0,96.35,100,100,100,0.02,0.25,18.4916,7.77
CH_E_T1_HS_HPSC0204A_A,16-Mar-23,99.86,99.84,0.28,10794.87,79.51,100,100,8.43,-117.66,0,97,100,100,100,0.91,0.03,3.6045,0.45
,17-Mar-23,99.86,99.68,0.43,4153.6,165.95,96.67,,7.49,-117.73,0,98.21,100,,100,0.32,2.79,4.4666,0.45
,18-Mar-23,100,99.63,0.24,3952.22,87.74,100,100,8.3,-117.64,0,98.67,100,,100,0.6,0.2,6.5588,0.66
,19-Mar-23,100,99.91,0,7225.94,160.13,100,100,8.96,-117.67,0,96.61,100,,100,0.52,14.21,6.1768,0.4
,20-Mar-23,100,100,0.61,5231.09,84.65,100,,7.62,-117.92,0,100,100,,100,0.43,5.4,4.3455,0.52
CH_E_T1_HS_HPSC0204B_B,16-Mar-23,100,99.91,0.11,6021.01,150.14,100,100,9.29,-117.6,0,100,100,100,100,0.35,0.18,8.4709,0.72
,17-Mar-23,99.95,99.76,0.33,4632.13,82.91,96.3,100,8.21,-117.63,0,98.82,100,100,100,0.1,0.07,4.5303,0.68
,18-Mar-23,99.87,99.36,0.27,4800.04,103.49,100,100,8.58,-117.56,0,100,100,100,100,0.1,0.27,8.6605,1.68
,19-Mar-23,99.72,99.74,0.82,5319.69,70.14,97.92,100,8.24,-117.58,0,96.75,100,,100,0.45,3.43,4.9569,0.7
,20-Mar-23,99.91,100,0.15,6569.59,68.56,100,,8.83,-117.82,0,96.08,100,100,100,0.06,1.3,4.0953,1.03
CH_E_T1_HS_HPSC0204C_C,16-Mar-23,99.82,99.53,0.36,5893,156.06,98.55,100,8.85,-114.45,0,94.41,100,100,96.97,0.26,0.07,18.8827,0.89
,17-Mar-23,99.89,99.75,0.09,3534.8,241.78,96.88,100,9.36,-115.07,0,100,100,,100,0.63,0.09,21.8167,1.12
,18-Mar-23,99.94,99.72,0.34,8909.58,158.77,96.55,100,9.52,-114.58,0,99.2,100,,100,1.29,0.47,24.3449,1.59
,19-Mar-23,99.83,99.87,0.18,3113.53,172.18,83,100,8.87,-114.98,0,81.25,100,,100,0.14,24.92,25.3586,1.19
,20-Mar-23,99.6,99.59,0.35,5123.33,162.38,100,100,9.35,-115.37,0,87,100,,100,0.13,4.94,21.8575,1.66
CH_E_T1_HS_HPSC0205A_A,16-Mar-23,99.75,99.67,0.14,3976.25,86.45,100,100,8.66,-114.25,0,99.72,98.98,100,,2.35,1.87,34.1788,1.21
,17-Mar-23,100,99.85,0.12,3030.49,130.75,100,100,8.58,-115.21,0,99.08,100,100,,0.42,0.08,33.9303,2.3
,18-Mar-23,99.24,98.59,1.15,4496.22,59.93,100,100,8.99,-114.45,0,98.21,98.95,100,,0.17,0.11,37.1783,2.79
,19-Mar-23,99.94,99.82,0.12,3994.36,163.75,96.72,100,9.28,-114.98,0,99.44,100,100,,0.76,0.53,55.6723,3.6
,20-Mar-23,100,99.75,0.15,4862.59,107.19,100,100,8.87,-115.12,0,99,100,100,,0.26,0.11,38.5648,3.42
CH_E_T1_HS_HPSC0205B_B,16-Mar-23,99.36,99.42,0.5,1118.51,62.21,96.73,100,5.7,-115.43,0,97.97,100,100,,0.62,0.99,14.8142,1.47
,17-Mar-23,99.49,94.87,2.69,2119.31,68.03,96.3,100,6.5,-115.5,0,97.82,98.63,100,,1.22,4.3,11.9081,1.06
,18-Mar-23,99.79,99.92,0.21,3095.02,161.66,98.72,100,6.72,-115.22,0,94.89,100,89.71,,1.8,3.78,10.6495,0.96
,19-Mar-23,99.44,99.09,1.33,2132.38,99.91,97.85,100,6.36,-115.78,0,99.47,100,98.51,,0.74,4.17,16.4381,1.92
,20-Mar-23,99.03,99.26,0.58,1592.93,78.79,97.41,100,6.18,-115.6,0,90.59,100,100,,0.74,0.26,12.5445,1.45
CH_E_T1_HS_HPSC0205C_C,16-Mar-23,99.94,98.83,0.99,2611.02,93.98,95.28,100,6.9,-115.46,0,97.85,100,100,,0.67,0.57,10.8198,1.65
,17-Mar-23,99.66,99.63,0.08,2649.25,168.15,95.89,100,7.5,-115.54,0,96.12,100,98.75,,0.5,6.83,10.1054,1.64
,18-Mar-23,99.94,99.76,0.18,6691.19,143.6,66.67,100,8.77,-115.47,0,96.58,100,100,,0.56,0.19,16.5038,1.35
,19-Mar-23,99.95,98.8,0.51,1131.18,94.61,94.44,100,6.03,-115.7,0,98.63,100,100,,2.38,15.59,11.7945,1.3
,20-Mar-23,99.47,99.54,0.62,4208.72,116.33,95.39,100,7.3,-115.64,0,98.24,100,100,,0.63,2.71,11.1617,1.7
CH_E_T1_HS_HPSC0206A_A,16-Mar-23,99.97,98.35,0.09,4059.07,230.63,100,100,9.42,-116.96,0,94.22,100,100,100,0.26,0.07,46.0071,2.34
,17-Mar-23,99.97,99.31,0.14,3974.73,211.88,100,100,9.36,-116.89,0,97.49,100,100,100,0.61,0.33,51.7898,1.81
,18-Mar-23,100,99.1,0.21,2988.84,199.21,97.87,100,9.22,-116.61,0,90.3,100,100,94.12,0.88,0.35,54.3583,2.78
,19-Mar-23,99.94,99.55,0.24,2951.28,229.77,94.87,100,9.36,-116.75,0,98.93,100,100,100,0.24,0.43,64.0011,2.2
,20-Mar-23,99.97,98.93,0.05,3134.18,238.48,100,100,8.98,-116.95,0,101.22,100,100,100,0.2,0.39,52.0524,2.1
CH_E_T1_HS_HPSC0206B_B,16-Mar-23,100,96.92,0.13,7822.61,226.39,100,100,7.79,-114.34,0,110,100,100,100,7.11,6.31,3.9789,0.17
,17-Mar-23,99.76,98.47,0,5352.54,173.15,,100,6.88,-114.19,0,112,100,100,100,4.14,1.08,4.5623,0.23
,18-Mar-23,99.43,98.59,0.31,5806.15,84.42,100,100,7.87,-113.61,0,127.66,100,100,100,2.75,0.41,4.1967,0.41
,19-Mar-23,100,99.39,0.15,3358.18,170.18,100,100,5.89,-113.33,0,97.87,100,100,100,0.15,0.01,5.4267,1
,20-Mar-23,100,99.39,0,3174.14,127.05,100,100,7.13,-114.37,0,110,100,100,100,1.02,0.54,5.2189,0.19
CH_E_T1_HS_HPSC0206C_C,16-Mar-23,99.93,99.05,0.36,3476.32,101.88,100,100,8.24,-114.13,0,100,100,100,100,0.06,0.02,10.5883,0.72
,17-Mar-23,99.89,98.47,0.29,3786.01,146.66,97.73,100,8.59,-113.97,16.67,101.83,100,68.75,72.73,3.64,5.83,11.0569,0.66
,18-Mar-23,99.86,99.39,0.12,3966.84,154.82,100,100,8.42,-113.91,0,108.26,100,100,100,0.06,0.14,13.2789,1.2
,19-Mar-23,99.91,99.22,0.32,5848.61,210.16,100,100,8.92,-113.39,25,100.78,97.87,,94.64,5.56,11.62,13.6001,0.51
,20-Mar-23,100,99.06,0.76,3821.7,171.4,100,100,8.35,-114.12,0,98.78,100,100,93.55,4.31,16.07,11.7515,0.71
CH_E_T1_HS_HPSC0208A_A,16-Mar-23,99.93,99.86,0.11,2913.83,157.47,95.97,100,9.68,-114.62,0,99.39,100,100,100,0.38,2.45,76.5091,6.45
,17-Mar-23,99.97,99.65,0.12,2747.74,142.43,96.77,100,9.13,-114.77,0,99.81,100,100,100,0.56,2.07,79.5448,6.67
,18-Mar-23,99.87,99.68,0.43,1503.14,62.93,95.3,100,9.37,-114.86,0,98.89,100,100,100,0.17,0.65,75.7286,7.84
,19-Mar-23,99.97,99.74,0.13,1258.62,98.53,98.7,100,9.21,-114.62,3.23,99.81,99.35,100,100,0.2,1.68,80.5281,6.7
,20-Mar-23,99.9,99.82,0.13,1801.76,122.13,97.96,100,8.96,-114.95,0,98.74,100,100,100,0.18,2.95,76.7473,7.88
CH_E_T1_HS_HPSC0208B_B,16-Mar-23,99.7,99.46,0.38,6969.12,117.2,86.08,100,8.57,-115.26,0,99.62,100,20,100,1.33,2.88,5.8178,1.07
,17-Mar-23,99.75,99.85,0.17,3599.29,108.83,99.52,100,7.97,-115.38,0,99.05,100,22.22,100,0.7,5.21,6.4525,1.34
,18-Mar-23,99.75,100,0.32,9989.38,79.41,90.91,100,8.59,-115.35,0,100,100,100,100,0.09,19.37,8.5252,1.2
,19-Mar-23,99.67,99.71,0.28,6261.49,94.02,78.26,100,8.95,-115.56,0,98.58,100,4.35,100,1.87,12.16,8.5117,0.94
,20-Mar-23,99.84,99.5,0.29,11576.85,223.26,78.79,100,9,-115.55,28.57,102.39,100,100,100,0.4,4.6,6.7748,1.45
CH_E_T1_HS_HPSC0208C_C,16-Mar-23,99.85,98.38,0.34,1652.34,86.09,66.32,100,7.93,-114.09,0,99.42,99.43,100,100,0.9,16.86,34.7261,1.75
,17-Mar-23,99.87,99.73,0.19,1536.07,150.07,91.8,100,8.24,-116.09,1.18,98.19,99.53,100,93.58,1.09,15.25,36.8707,4.71
,18-Mar-23,99.97,99.97,0.06,3347.9,286.41,90.2,100,8.4,-115.41,0,98.23,100,100,100,0.99,0.99,43.0632,1.88
,19-Mar-23,99.91,99.75,0.26,2710.99,177.38,80,100,8.86,-116.53,0,98.26,100,,100,0.3,5.39,49.2065,2.46
,20-Mar-23,99.98,99.68,0.27,1617.75,101.46,83.58,100,7.8,-116.48,0,98.72,100,,100,0.32,2.22,48.9182,1.67
CH_E_T1_HS_HPSC0214A_A,16-Mar-23,99.96,99.91,0.15,2360.04,165.69,98.67,100,8.59,-115.86,0,100,100,100,100,0.24,0.11,25.5456,1.46
,17-Mar-23,100,99.96,0.04,4263.15,295.87,100,100,8.88,-116.3,0,100,98.36,100,100,2.66,5.48,22.7017,1
,18-Mar-23,100,99.48,0.03,2859.6,420.03,96.15,100,8.78,-116.75,0,100,100,,100,0.18,0.06,26.0053,1.13
,19-Mar-23,99.96,99.95,0.02,4549.61,334.64,95.45,100,8.43,-116.97,0,99.06,100,100,100,0.06,0.08,34.1834,1.46
,20-Mar-23,99.96,99.67,0.15,4518.09,212.95,97.87,100,9.28,-116.53,0,99.05,100,100,100,1.39,0.21,26.1616,0.92
CH_E_T1_HS_HPSC0214B_B,16-Mar-23,99.61,99.64,0.4,3607.45,78.17,100,100,6.93,-114.07,0,100,100,,100,0.29,0.94,14.8608,0.93
,17-Mar-23,99.7,99.72,0.14,4267.95,167.69,96.34,100,7.73,-115.52,0,99.38,100,100,100,0.21,0.58,16.4934,0.81
,18-Mar-23,99.87,100,0.17,6174.81,213.17,96.67,100,7.63,-114.86,0,98.99,100,100,100,0.47,10.86,16.7962,0.79
,19-Mar-23,99.84,99.63,0.89,6081.26,173.09,94.59,100,8.05,-116.53,0,99.6,100,,100,0.49,21.09,20.9381,0.71
,20-Mar-23,99.96,99.1,0.53,3955.28,85.59,95.89,100,7.18,-115.88,0,96.94,99.21,100,100,0.42,0.67,16.3749,0.79
CH_E_T1_HS_HPSC0214C_C,16-Mar-23,99.91,99.74,0.22,3156.1,160.73,98.51,100,7.88,-115.94,0,98.93,100,,100,0.42,0.86,30.614,2.18
,17-Mar-23,99.8,99.57,0.35,1946.14,79.2,100,100,7.15,-116.31,0,97.01,100,100,100,0.07,1.78,30.108,3.22
,18-Mar-23,99.96,99.98,0.25,3494.64,258.7,100,100,7.44,-116.61,0,99.07,100,,100,0.29,0.52,37.2925,2.37
,19-Mar-23,99.86,99.72,0.21,7016.61,137.76,98.95,100,8.68,-117.12,0,99.48,100,,100,0.07,0.55,29.605,1.72
,20-Mar-23,99.88,99.85,0.26,2207.47,96.95,97.65,100,7.23,-116.5,0,96.62,100,100,98.82,1.32,4.17,26.7548,2.26
CH_E_T1_HS_HPSC0215A_A,16-Mar-23,99.95,99.61,0.13,9796.91,203.99,97.62,100,9.68,-117.35,0,99.21,100,100,100,0.31,1.13,13.5904,3.29
,17-Mar-23,100,99.87,0.12,6003.34,143.58,100,100,9.53,-117.66,0,98.47,100,100,100,0.47,3.04,21.9619,3.6
,18-Mar-23,100,99.78,0.36,7659.55,127.84,86.36,100,9.97,-117.64,0,99,100,100,100,0.04,2.31,19.0414,3.65
,19-Mar-23,99.91,99.74,0.16,5382.3,135.53,97.3,100,9,-117.83,6.67,98.98,100,,98.31,0.08,1.59,18.8516,4.7
,20-Mar-23,99.78,99.95,0.22,8012.08,338.29,100,100,9.6,-117.94,0,98.09,100,,100,0.32,0.25,16.481,3.59
CH_E_T1_HS_HPSC0215B_B,16-Mar-23,99.55,99.5,0.38,4162.17,69.57,98.41,100,8.5,-114.43,0,97.6,100,,99.17,0.66,1.69,33.3182,5.77
,17-Mar-23,99.61,99.59,0.4,3601.45,125.6,100,100,9.07,-115.9,0,96.62,100,,99.3,0.35,1.05,36.6607,5.58
,18-Mar-23,99.79,99.6,0.21,4441.5,102.02,100,100,8.46,-115.55,0,97.45,100,100,100,0.54,2.13,32.628,4.44
,19-Mar-23,99.47,99.67,0.19,2829.6,94.28,100,100,8.23,-116.4,0,89.09,100,100,100,0.47,3.64,34.2759,3.66
,20-Mar-23,99.71,99.59,0.51,3593.54,76.1,100,100,8.73,-116.14,3.85,98.74,99.25,,100,0.48,5.36,35.9895,4.04
CH_E_T1_HS_HPSC0215C_C,16-Mar-23,99.92,99.74,0.05,3579.74,124.66,100,100,7.68,-105.15,0,99.02,100,100,100,0.39,3.23,7.8351,2.35
,17-Mar-23,99.96,99.81,0.35,3027.26,173.38,100,100,8.1,-117.42,0,98.21,100,100,100,0.26,5.85,18.2328,3.01
,18-Mar-23,99.96,99.85,0.1,3821.9,227.02,100,100,8.04,-115.61,0,99.15,99.15,100,100,0.08,0.75,21.2658,3.18
,19-Mar-23,100,99.76,0.34,7742.9,132.35,97.56,100,8.55,-116.72,0,99.59,100,,100,0.14,2.97,21.3781,4.08
,20-Mar-23,99.96,99.8,0.1,7292.6,192.41,100,100,8.56,-117.41,0,99.6,100,100,100,0.13,1.8,17.3011,4.63
CH_E_T1_HS_HPSC0220A_A,16-Mar-23,100,100,0.07,6533.62,1127.94,100,,8.95,-118.03,0,100,100,,100,0.16,0.05,17.0477,0.68
,17-Mar-23,100,99.67,0,7116.98,428.48,100,100,9.56,-118.11,0,100,100,,100,1.33,0.8,16.7093,0.69
,18-Mar-23,100,99.38,0.17,5717.18,415.85,100,100,8.27,-118.04,0,98.06,100,,100,3.09,2.89,17.9877,0.68
,19-Mar-23,99.83,99.76,0,6249.14,514.36,100,100,8.18,-118.27,0,98.57,100,100,100,0.22,0.36,17.8857,0.71
,20-Mar-23,100,99.93,0.08,6971.84,388.41,100,100,8.12,-118.36,0,99.35,100,100,100,2.35,0.01,18.5667,0.91
CH_E_T1_HS_HPSC0220B_B,16-Mar-23,100,100,0,18569.79,720.95,,100,11.72,-117.6,0,100,100,100,100,0.85,0,6.9865,0.08
,17-Mar-23,100,100,0,13865.1,707.44,100,,10.71,-118.53,0,100,100,100,100,0.48,0.79,8.368,0.08
,18-Mar-23,99.61,99.56,0,11969.12,610.78,100,100,9.56,-117.72,0,100,100,,100,0.6,1.1,8.7388,0.06
,19-Mar-23,100,100,0.14,13561.41,483.5,100,100,10.51,-118.51,0,100,100,,100,0.2,0,10.1336,0.1
,20-Mar-23,100,100,0,17512.11,563.33,100,100,9.62,-118.67,0,107.69,100,100,100,0.9,0,6.6308,0.09
CH_E_T1_HS_HPSC0220C_C,16-Mar-23,100,99.9,0,6596.07,129.65,100,100,7.7,-116.81,0,100,100,,100,0.05,0.02,3.5836,0.25
,17-Mar-23,99.84,100,0,5964.89,1184,71.43,,6.8,-117.06,0,100,100,,100,0.63,1.05,2.8375,0.31
,18-Mar-23,100,100,0,7307.9,517.76,100,100,7.35,-116.75,0,100,100,100,100,0.01,0.79,3.681,0.21
,19-Mar-23,100,99.88,0.27,7936.74,233.85,100,100,8.15,-116.69,0,98.11,100,,100,0.1,0.01,5.1053,0.68
,20-Mar-23,100,99.77,0.12,4637.06,173.93,100,100,7.41,-117.29,,97.83,100,100,90,15.37,1.5,3.2398,0.11
CH_E_T1_HS_HPSC0221A_A,16-Mar-23,99.95,99.85,0.13,4574.81,270.53,98.57,0,8.8,-116.11,0,111.88,100,100,100,0.22,0.06,16.9876,0.88
,17-Mar-23,99.9,99.5,0.1,3632.8,170.14,100,0,8.72,-116.28,0,100.81,97.62,100,100,0.88,0.08,14.4582,1.45
,18-Mar-23,99.95,99.38,0.07,5221.53,336.46,93.75,0,8.71,-116.07,0,100,100,100,100,0.75,0.18,15.0762,1.63
,19-Mar-23,99.86,99.51,0.18,5657.65,130.72,96.61,0,8.47,-116.28,0,99.1,100,100,100,1.03,0.18,20.3987,1.41
,20-Mar-23,100,99.45,0.04,4096.22,220.06,93.02,0,8.03,-116.2,0,100,98.65,100,100,1.75,12.7,13.4443,1.11
CH_E_T1_HS_HPSC0221B_B,16-Mar-23,99.83,99.41,0.05,2715.35,154.97,98.46,0,6.56,-115.04,0,101.15,100,100,100,0.23,0.07,5.5411,0.87
,17-Mar-23,99.68,99.1,0.21,2614.96,92.89,96.97,0,6.89,-115.52,0,104.07,100,100,100,0.6,0.69,5.5343,0.81
,18-Mar-23,99.87,99.85,0,3592.31,183.74,98.11,0,7.49,-115.07,0,100,100,100,100,0.31,2.37,5.5554,0.53
,19-Mar-23,99.77,100,0,10448,290.57,100,,8.95,-114.79,0,98.02,100,100,100,1.47,0.41,8.5478,0.65
,20-Mar-23,100,99.35,0.39,4112.31,301.44,97.67,0,7.14,-115.39,0,99.51,100,100,100,0.31,0.08,6.2882,1.83
CH_E_T1_HS_HPSC0221C_C,16-Mar-23,99.63,98.58,1.05,5070.35,142.62,87.18,100,7.69,-115.08,0,105.83,100,100,100,0.08,0.07,9.2038,1.3
,17-Mar-23,99.84,99.38,0.32,2867.04,150.96,98.51,100,7.13,-115.55,0,100.51,100,100,100,0.96,0.65,7.7787,1.23
,18-Mar-23,99.84,99.83,0.09,5444.21,121,97.87,100,8.14,-115.18,0,97.96,100,100,100,0.65,0.34,10.1415,1.07
,19-Mar-23,99.22,99.51,0.2,3766.42,216.04,96.43,100,8.09,-114.83,0,100,100,100,100,2.61,2.15,10.2063,0.81
,20-Mar-23,99.94,99.88,0.21,3285.51,157.94,92.73,100,7.38,-115.46,0,98.87,100,,100,0.55,0.28,8.2507,1.21
CH_E_T1_HS_HPSC0222A_A,16-Mar-23,100,99.58,0.18,1627.55,215.95,97.32,100,9.09,-117.09,0,96.3,100,94.29,96.67,0.86,4.41,43.2826,48.51
,17-Mar-23,100,99.92,0.16,1766.65,152.21,93.9,100,8.95,-117.08,0,94.12,100,100,100,0.65,0.84,44.7042,50.56
,18-Mar-23,99.68,99.32,0.41,3096.96,180.48,93.97,100,9.52,-117.3,0,94.67,100,100,98.68,1.49,6.17,41.8788,46.57
,19-Mar-23,100,100,0.05,2708.22,122.66,99.28,100,8.74,-117.9,0,91.75,100,100,100,0.28,0.38,34.8519,28.46
,20-Mar-23,99.9,99.7,0.39,1936.27,142.24,92.34,100,8.79,-117.22,0.54,93.67,100,90.91,100,1.01,5.33,46.34,50.04
CH_E_T1_HS_HPSC0222B_B,16-Mar-23,99.79,99.77,0,3699.22,194.79,100,,7.51,-116.69,0,100,100,100,,0.64,0.24,12.0789,5.75
