Short name,,MV_RRC Setup Success Rate [CDBH],MV_ERAB Setup Success Rate [CDBH],MV_PS Drop Call Rate % [CDBH],MV_DL User Throughput_Kbps [CDBH],MV_UL User Throughput_Kbps [CDBH],MV_PS handover success rate [LTE Intra System] [CDBH],MV_CSFB Redirection Success Rate [CDBH],MV_E-UTRAN Average CQI [CDBH],UL RSSI PUCCH,MV_VoLTE DCR [CBBH],MV_PS handover success rate [LTE Inter System] [CDBH],MV_VoLTE ERAB Setup Success Rate [CBBH],MV_VoLTE IntraF HOSR Exec [CBBH],MV_VoLTE InterF HOSR Exec [CBBH],MV_VoLTE Packet Loss DL [CBBH],MV_VoLTE Packet Loss UL [CBBH],MV_4G Data Volume_GB,MV_VoLTE Traffic,MV_Average number of used DL PRBs [CDBH],UL RSSI PUCCH,CSFB Redirection Success Rate [CDBH],PS handover success rate_Nom [LTE Intra System] [CDBH],PS handover success rate_Denom [LTE Intra System] [CDBH],PS handover success rate_Nom [LTE Inter System] [CDBH],PS handover success rate_Denom [LTE Inter System] [CDBH],VoLTE DCR_Nom [CBBH],PS Drop Call Rate_Nom [CDBH],VoLTE ERAB Setup Success Rate_NOM [CBBH],VoLTE ERAB Setup Success Rate_Denom [CBBH],VoLTE IntraF HOSR Exec_Nom [CBBH],VoLTE IntraF HOSR Exec_Denom [CBBH],VoLTE InterF HOSR Exec_Nom [CBBH],VoLTE InterF HOSR Exec_Denom [CBBH],VoLTE DCR_Denom [CBBH],PS Drop Call Rate_Denom [CDBH]
,27-Apr-23,99.47,99.67,0.05,5336.66,296.05,95.6,100,8.2,-112.3,0,98.8,100,100,,1.07,0.34,98.5574,99.4,88.46,,,7917,8281,6806,6889,0,2,577,577,113,113,,,473,4412
,28-Apr-23,99.89,99.64,0.12,3749.85,251.14,95.18,100,7.67,-111.97,0,101.16,100,97.32,,1.09,0.45,105.0539,115.45,94.06,,,6557,6889,7569,7482,0,6,557,557,109,112,,,459,4885
TN_E_T2_HS_HPSC0212C_C,24-Apr-23,99.85,99.24,0.19,4561.24,266.85,97.59,93.75,8.74,-110.63,0,100,99.61,100,,0.81,0.12,128.9423,69.54,92.51,,,6723,6889,1024,1024,0,12,255,256,49,49,,,204,6473
,25-Apr-23,99.75,99.3,0.22,4058.92,323.77,97.2,100,8.48,-111.19,0,100,100,100,,0.73,0.28,85.7224,50.72,87.15,,,19877,20449,19740,19740,0,22,270,270,58,58,,,216,9949
,26-Apr-23,99.83,99.62,0.12,4032.01,354.93,100,100,8.83,-110.58,0,99.23,99.65,99.02,,0.69,0.23,114.2962,65.86,89.37,,,676,676,16770,16900,0,7,284,285,101,102,,,208,6027
,27-Apr-23,99.76,99.51,0.12,2495.68,197.24,97.92,100,9.15,-110.98,0,98.21,99.64,100,,0.69,0.08,129.1405,62.14,95.95,,,2256,2304,3080,3136,0,7,276,277,69,69,,,200,5723
,28-Apr-23,99.89,99.57,0.08,6254.1,551.05,97.3,100,9.39,-110.61,0.72,100,100,100,,0.42,0.08,137.3484,71.82,81.6,,,1332,1369,11025,11025,1,5,169,169,36,36,,,138,6299
TN_E_T2_HS_HPSC0227A_A,24-Apr-23,99.66,99.45,0.09,10680.47,358.69,91.14,96.77,9.41,-115.97,0,99.41,100,100,99.16,0.82,0.19,93.8606,62.01,59.67,,,5688,6241,115599,116281,0,11,480,480,8,8,,119,336,12707
,25-Apr-23,99.43,99.47,0.2,7564.97,545.74,81.52,100,9.21,-116.33,0,99.66,100,100,100,0.45,0.13,94.3304,59.45,69.12,,,6900,8464,83810,84100,0,19,345,345,6,6,,69,266,9703
,26-Apr-23,99.64,99.54,0.24,6743.96,181.32,95.06,100,9.18,-116.1,0,99.2,99.92,100,100,0.58,0.15,103.708,72.86,78.81,,,6237,6561,139500,140625,0,29,1215,1216,19,19,,77,1103,12002
,27-Apr-23,99.71,99.61,0.11,7570.04,329.34,95.92,100,8.91,-116.38,0,100,99.5,100,100,0.82,0.15,106.9008,55.99,78.67,,,2303,2401,4489,4489,0,6,399,401,20,20,,81,299,5712
,28-Apr-23,99.79,99.6,0.21,7281.2,497.27,93.75,100,9.05,-116.09,0,99.79,99.76,100,100,0.5,0.13,88.8374,52.36,69.61,,,8640,9216,221840,222312,0,31,421,422,17,17,,136,268,14821
TN_E_T2_HS_HPSC0227B_B,24-Apr-23,99.89,99.76,0.18,5958.3,579.65,97.95,100,7.83,-114.8,0,97.83,100,100,100,1.44,0.88,72.3097,63.53,83.3,,,113894,116281,18630,19044,0,17,531,531,48,48,,29,471,9500
,25-Apr-23,99.86,99.63,0.18,4170.29,227.02,96.23,95.45,7.39,-113.95,0.19,97.36,99.82,97.67,100,0.82,0.65,65.0227,66.23,82.48,,,67575,70225,68628,70490,1,14,569,570,42,43,,36,513,7596
,26-Apr-23,99.82,99.73,0.14,3071,267.97,98.03,100,7.51,-112.9,0,99.61,100,100,100,0.72,0.52,64.5619,69.11,81.8,,,124244,126736,64770,65025,0,17,875,875,47,47,,31,814,12250
,27-Apr-23,99.77,99.65,0.16,4034.51,384.88,97.74,100,7.48,-114.15,0,100,100,100,100,1.19,0.22,67.6499,54.2,87.23,,,30621,31329,26896,26896,0,13,301,301,31,31,,32,254,8106
,28-Apr-23,99.95,99.76,0.11,4428.81,285.91,97.85,100,7.37,-114.49,0.21,100,100,100,100,1.09,0.55,64.0038,63.03,81.08,,,33852,34596,51529,51529,2,10,998,998,47,47,,24,952,8891
TN_E_T2_HS_HPSC0227C_C,24-Apr-23,99.77,99.15,0.18,2436.03,213.45,98.02,94.12,6.05,-114.47,0.24,100.42,99.82,100,98.36,1.52,0.39,82.9283,57.65,97.71,,,9999,10201,57840,57599,1,18,550,551,25,25,,122,425,10214
,25-Apr-23,99.75,99.6,0.19,4203.48,331.81,97.67,100,7.04,-114.29,0,97.83,99.81,100,100,1.11,0.29,91.3021,63.14,85.38,,,1806,1849,18630,19044,0,12,537,538,31,31,,81,431,6169
,26-Apr-23,99.72,99.27,0.22,2719.31,173.07,94.44,100,6.31,-113.64,0.75,98.37,100,100,100,2.3,0.67,83.381,58.85,90.14,,,7650,8100,133947,136161,2,25,376,376,11,11,,105,268,11552
,27-Apr-23,99.64,99.49,0.27,2581.79,352.46,97.56,92.86,6.26,-114.46,0.32,99.57,100,100,100,1.73,0.4,80.4934,60.83,86.36,,,1680,1722,54522,54756,1,25,409,409,13,13,,77,315,9392
,28-Apr-23,99.61,99.39,0.25,2092.55,189.28,94.7,100,6.19,-114.57,0.32,99.44,99.91,100,100,2.29,0.87,79.8852,66.45,95.6,,,16500,17424,124960,125670,3,31,1073,1074,31,31,,86,947,12262
TN_E_T2_HS_HPSC0243A_A,24-Apr-23,99.95,99.84,0.11,2917.22,120.98,100,100,7,-114.2,0,99.17,99.81,100,100,0.5,0.18,100.1571,62.59,96.36,,,4489,4489,14280,14400,0,8,529,530,19,19,,89,440,7444
,25-Apr-23,99.88,100,0.05,3831.36,147.82,95.24,100,6.97,-114.16,0,100,100,100,100,1.67,0.44,104.6586,58.68,94.66,,,3780,3969,9216,9216,0,4,355,355,3,3,,73,279,7614
,26-Apr-23,99.93,99.94,0.09,2920.04,170.04,91.94,100,6.79,-114.27,0,100,100,87.5,100,0.88,0.17,96.2996,52.81,96.01,,,3534,3844,15376,15376,0,7,200,200,7,8,,51,145,7888
,27-Apr-23,99.81,99.77,0.07,3494.03,132.93,96.36,100,7.04,-114.56,0,100,100,100,100,0.72,0.36,86.1278,47.25,86.77,,,2915,3025,15129,15129,0,6,277,277,10,10,,61,206,8920
,28-Apr-23,99.78,99.67,0.25,3446.85,172.42,91.75,100,7,-113.74,0,99.44,100,100,100,0.71,0.1,101.2877,60.14,90.23,,,8722,9506,31152,31329,0,23,360,360,10,10,,66,289,9310
TN_E_T2_HS_HPSC0243B_B,24-Apr-23,100,99.78,0.02,4279.78,377.37,100,100,7.03,-110.98,0,100,100,100,100,1.42,0.86,78.5199,57.71,87.88,,,361,361,3969,3969,0,1,177,177,4,4,,14,168,4943
,25-Apr-23,99.93,99.79,0.02,3114.3,233.56,97.37,100,6.6,-111.01,0,98.91,100,100,100,0.89,0.38,77.5867,58.34,92.77,,,5624,5776,8372,8464,0,1,154,154,3,3,,33,124,5068
,26-Apr-23,99.96,99.73,0.08,3388.2,244.61,92.31,100,6.62,-111.13,0,100,98.92,100,100,1.96,0.53,82.3111,56.46,92.27,,,624,676,2916,2916,0,4,184,186,7,7,,23,156,4870
,27-Apr-23,99.88,99.43,0,3774.29,252.88,100,100,6.48,-111.46,0.67,98.67,100,100,100,2.12,0.58,64.4197,37.52,82.3,,,1024,1024,5550,5625,1,0,185,185,18,18,,34,150,4534
,28-Apr-23,99.88,99.71,0.03,6069.79,241.37,91.53,100,6.33,-110.8,0,100,100,100,100,1.15,0.64,72.9173,55.06,71.02,,,3186,3481,3364,3364,0,2,169,169,7,7,,27,141,5886
TN_E_T2_HS_HPSC0243C_C,24-Apr-23,99.94,99.85,0.06,7658.86,342.49,93.75,100,8.6,-113.91,0,99.2,100,100,99.23,0.48,0.12,145.3775,99.56,81.71,,,960,1024,15500,15625,0,8,541,541,16,16,,130,390,12805
,25-Apr-23,99.92,99.9,0.07,3340.12,170.53,98.94,100,8.64,-113.85,0.38,98.04,99.76,85.71,100,0.85,0.29,156.7005,86.43,95.06,,,8742,8836,10200,10404,1,10,412,413,6,7,,137,265,14817
,26-Apr-23,99.93,99.89,0.05,4914.12,282.58,98.92,100,8.54,-113.92,0,100,100,100,100,0.45,0.14,150.0831,95.38,90.83,,,8556,8649,6084,6084,0,6,441,441,12,12,,99,327,12834
,27-Apr-23,99.93,99.88,0.07,4256.21,200.45,97.22,100,8.66,-114.2,0,100,99.48,100,100,0.45,0.13,119.4031,72.98,92.47,,,5040,5184,20736,20736,0,9,379,381,16,16,,101,264,13841
,28-Apr-23,99.99,99.87,0.05,7232.66,383.25,97.62,100,8.45,-113.76,0,100,100,100,100,0.71,0.35,152.1601,84.62,82.25,,,1722,1764,9409,9409,0,6,444,444,9,9,,93,328,12566
TN_E_T2_HS_HPSC0246A_A,24-Apr-23,99.89,99.94,0.02,2986.36,401.92,100,100,7.06,-116.73,0,96.43,100,100,100,0.3,0.04,72.671,34.7,92.01,,,9801,9801,756,784,0,1,124,124,5,5,,25,105,5267
,25-Apr-23,99.86,99.95,0.02,6586.8,825.27,100,,7.44,-117.22,0,100,100,100,100,0.98,0.39,66.3836,34.15,82.89,,,1225,1225,361,361,0,1,120,120,12,12,,14,103,4096
,26-Apr-23,100,100,0.05,10814.13,579.31,100,100,7.75,-117.1,0,100,100,100,100,1.01,0.27,78.3585,38.65,62.35,,,289,289,100,100,0,2,112,112,8,8,,20,96,3856
,27-Apr-23,99.92,99.92,0.04,3683.6,444.95,98.28,100,7.25,-117.03,0,100,100,100,100,0.2,0.11,74.9444,42.85,92.23,,,3306,3364,2401,2401,0,2,114,114,2,2,,11,105,4889
,28-Apr-23,100,99.91,0.02,3491.7,643.1,100,100,7.19,-116.92,0,85.71,100,100,100,0.08,0.02,75.1614,39.14,91.49,,,484,484,42,49,0,1,154,154,11,11,,16,133,4401
TN_E_T2_HS_HPSC0246B_B,24-Apr-23,99.73,99.85,0.05,4915.85,305.67,100,,6.93,-116.8,0,100,100,100,100,0.67,0.3,43.6699,26.98,67.07,,,3481,3481,2916,2916,0,2,118,118,9,9,,18,99,4052
,25-Apr-23,99.83,99.82,0.09,7185.92,274.17,100,,7.07,-116.86,0,97.83,100,66.67,100,0.73,0.51,43.8418,19.58,62.02,,,3969,3969,2070,2116,0,3,71,71,2,3,,9,61,3296
,26-Apr-23,99.82,99.81,0.02,6980.52,386.49,100,100,7.4,-116.98,0,100,100,100,100,0.58,0.1,58.016,24.86,76.34,,,2304,2304,1936,1936,0,1,99,99,8,8,,20,78,4165
,27-Apr-23,99.85,99.59,0.22,6798.72,417.41,100,100,7.51,-116.63,0,98.11,100,100,100,0.44,0.07,51.3011,28.27,78.43,,,841,841,2756,2809,0,8,87,87,1,1,,14,71,3596
,28-Apr-23,99.91,99.73,0.18,8880.85,520.85,91.11,100,6.99,-116.94,0,98.65,100,100,100,1.48,0.25,44.5659,20.45,51.4,,,1845,2025,5402,5476,0,8,110,110,4,4,,27,85,4387
TN_E_T2_HS_HPSC0246C_C,24-Apr-23,99.82,99.85,0.04,2281.23,186.15,98.65,100,7.47,-112.7,0,98.17,100,100,100,1.25,0.19,104.2258,74.72,97.01,,,5402,5476,11663,11881,0,5,343,343,7,7,,56,278,11725
,25-Apr-23,99.68,99.53,0.31,3216.33,383.02,100,100,8.02,-113.22,0,99.28,100,100,100,1.32,0.11,80.9145,48.68,90.87,,,7921,7921,18906,19044,0,21,309,309,9,9,,70,232,6672
,26-Apr-23,99.82,99.91,0.12,1838.08,198.32,100,100,7.77,-112.77,0,99.4,99.6,100,100,1.82,0.18,107.2267,64.93,98.93,,,2500,2500,27390,27556,0,15,248,249,4,4,,57,185,12153
,27-Apr-23,99.87,99.81,0.06,3059.66,229.29,100,100,7.8,-112.75,0,98.21,99.69,100,100,1.03,0.21,116.523,79.04,97.03,,,1024,1024,3080,3136,0,5,319,320,15,15,,53,253,8967
,28-Apr-23,99.94,99.79,0.02,3588.22,303.94,100,100,7.99,-112.97,0,93.22,99.69,100,100,0.97,0.13,123.2863,76.71,94.29,,,324,324,3245,3481,0,2,317,318,13,13,,45,265,9345
TN_E_T2_HS_HPSC0253A_A,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.92,99.86,0.1,2137.19,177.81,98,300,7.31,-112.21,0,100,100,100,,0.17,0.08,3.2451,0.16,89.38,,,711420,725904,289,289,0,5,57,57,8,8,,0,6,4855
,26-Apr-23,99.8,99.87,0.11,2440.51,150.72,91.39,100,7.05,-110.29,0.22,96.86,99.89,97.05,96.77,1.06,7.37,44.8513,208.31,86.03,,,13123780,14360280,35335,36481,3,18,1774,1776,527,543,,31,1340,15941
,27-Apr-23,99.87,99.8,0.09,1788.43,109.76,91.38,100,7.33,-110.36,0.17,95.07,100,97.99,94.74,0.79,10.59,47.3116,220.08,87.72,,,14438784,15800000,38600,40600,2,17,1538,1538,438,447,,19,1211,18239
,28-Apr-23,99.96,99.98,0.01,4789.84,337.81,97.57,100,8.57,-110.11,0.09,100,99.93,99.29,100,0.63,3.59,39.2863,184.27,72.48,,,476748,488597,400,400,1,1,1427,1428,419,422,,22,1136,9262
TN_E_T2_HS_HPSC0253B_B,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,100,99.9,0,8073.33,241.61,100,∞,7.78,-115.19,,100,100,100,,7.63,0,1.8554,0,34.57,,,4489,4489,1024,1024,0,0,9,9,1,1,,0,0,2461
,26-Apr-23,100,99.81,0.05,5109.77,186.46,98.42,100,8.35,-113.81,0.5,100,99.54,100,100,0.28,0.25,62.4298,57.46,67.3,,,141367,143641,1849,1849,1,3,216,217,50,50,,12,200,6138
,27-Apr-23,99.96,99.9,0.14,5530.69,159.22,98.03,100,8.44,-113.83,0,100,100,100,100,0.32,0.24,72.2406,62.68,63.38,,,251988,257048,6084,6084,0,12,310,310,56,56,,16,264,8503
,28-Apr-23,99.84,99.87,0.04,4320.29,112.33,98.25,100,7.45,-113.38,0,100,100,100,100,0.3,0.26,62.0024,51.16,73.7,,,157200,160000,2304,2304,0,2,271,271,67,67,,11,236,4446
TN_E_T2_HS_HPSC0253C_C,24-Apr-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25-Apr-23,99.94,99.85,0.23,14430.6,164.55,93.52,∞,11.54,-110.19,0,100,100,100,,0.21,0.88,2.0358,0.13,14.2,,,10908,11664,4,4,0,3,26,26,4,4,,0,5,1299
,26-Apr-23,99.98,99.6,0.06,7661.83,293.51,94.86,100,11.29,-110.43,0,93.33,100,100,100,0.16,0.1,107.9019,148.79,66.82,,,816006,860226,784,840,0,12,985,985,161,161,,8,909,19159
,27-Apr-23,100,99.9,0.02,9705.14,459.26,96,100,11.41,-110.69,0,100,100,100,100,0.25,0.17,116.6269,155.24,69.04,,,1155264,1203393,529,529,0,3,877,877,140,140,,5,838,18177
,28-Apr-23,99.99,99.95,0.02,9905.81,260.18,97.94,100,11.19,-110.71,0,100,100,100,100,0.16,0.21,112.0749,139.62,75.57,,,1329265,1357225,961,961,0,5,931,931,106,106,,10,873,20357
TN_E_T2_HS_HPSC0280A_A,24-Apr-23,99.76,99.53,0.18,5698.4,239.52,100,100,5.92,-118.08,0,99.16,100,100,100,0.97,0.4,42.117,24.14,72.73,,,2304,2304,126021,127092,0,17,247,247,5,5,,104,131,9495
,25-Apr-23,99.73,99.7,0.12,4072.19,294.91,95.24,100,6.42,-118.11,0,100,100,100,100,1.34,0.58,49.3748,32.57,81.58,,,1680,1764,126736,126736,0,19,272,272,4,4,,110,152,16197
,26-Apr-23,99.75,99.66,0.11,5212.02,322.19,100,94.74,6.45,-118.09,0.45,98.83,100,50,100,1.02,0.12,42.1982,27.54,68.26,,,5184,5184,116277,117649,1,17,338,338,1,2,,100,224,15044
,27-Apr-23,99.77,99.64,0.08,3357.27,435.35,96.23,100,6.35,-118.1,0,99.37,100,100,98.39,0.86,0.2,50.0286,28.38,91.37,,,2703,2809,225148,226576,0,11,360,360,3,3,,124,228,13242
,28-Apr-23,99.72,99.68,0.13,2604.55,327.84,89.19,94.74,6.15,-118.05,0,99.26,100,100,96.72,1.27,0.15,59.7282,45.56,92.47,,,1221,1369,162810,164025,0,18,301,301,8,8,,61,225,14361
TN_E_T2_HS_HPSC0280B_B,24-Apr-23,99.87,99.64,0.15,18196.94,1589.24,98.88,100,9.81,-118.62,0,98.72,100,100,100,0.13,0.05,24.83,16.93,35.85,,,31683,32041,6006,6084,0,5,87,87,3,3,,15,77,3318
,25-Apr-23,99.65,99.53,0.27,14334.01,593.05,100,100,8.62,-118.74,0,100,100,100,100,0.13,0.16,22.0034,16.71,39.54,,,15376,15376,1600,1600,0,9,108,108,6,6,,7,96,3297
,26-Apr-23,99.57,99.48,0.35,22066.81,563.48,100,100,9.32,-118.77,1.27,97.22,100,100,100,0.24,0.04,21.5019,18.66,23.35,,,9025,9025,1260,1296,1,10,89,89,12,12,,7,79,2845
,27-Apr-23,99.51,99.49,0.3,17983.15,535.09,100,100,8.73,-118.69,1.43,32.23,100,100,92.31,0.77,0.14,20.992,13.2,26.84,,,12769,12769,1599,4961,1,10,91,91,7,7,,13,70,3343
,28-Apr-23,99.67,99.61,0.08,13331.75,574.86,100,100,9.11,-118.74,0,100,100,100,100,0.33,0.04,18.8044,16.2,34.59,,,5041,5041,2401,2401,0,2,106,106,2,2,,12,91,2491
TN_E_T2_HS_HPSC0280C_C,24-Apr-23,99.45,99.21,0.34,7386.6,298.86,97.56,100,6.54,-115.73,0,99.56,100,100,100,1.86,0.25,27.5511,24.56,65.58,,,14760,15129,51756,51984,0,25,304,304,12,12,,80,195,7435
,25-Apr-23,100,99.76,0.07,17132.18,458.27,100,100,9.47,-116.15,0.74,100,100,85.71,98.04,1.36,0.19,43.9007,25.11,41.25,,,196,196,17424,17424,1,4,195,195,6,7,,51,135,6000
,26-Apr-23,99.97,99.87,0.02,19729.33,634.44,100,100,9.27,-116.13,0,100,99.64,100,100,2.32,0.29,42.5833,26.2,33.89,,,1444,1444,30625,30625,0,1,276,277,6,6,,69,192,5686
,27-Apr-23,99.28,99.12,0.24,4369.33,243.71,94.23,91.67,5.94,-116.05,0,98.92,100,100,100,1.54,0.16,36.246,24.8,68.81,,,2548,2704,34224,34596,0,18,222,222,10,10,,64,138,7630
,28-Apr-23,99.92,99.77,0.07,12580.42,408.25,100,100,8.26,-115.98,0,100,100,100,100,1.63,0.15,36.6184,28.54,45.44,,,49,49,12769,12769,0,3,223,223,14,14,,93,105,4573
TN_E_T2_HS_HPSC0288A_A,24-Apr-23,99.81,99.28,0.16,3223.6,137.58,100,100,7.02,-111.98,0.41,100,100,100,100,1.52,0.94,102.4276,92.75,94.99,,,2116,2116,20449,20449,1,18,297,297,6,6,,38,241,10987
,25-Apr-23,99.46,99.34,0.14,3959.26,155.64,100,100,7.62,-112.16,0,100,100,100,97.44,1.51,1.07,111.8702,82.44,97,,,400,400,21025,21025,0,16,347,347,1,1,,39,287,11108
,26-Apr-23,99.82,99.69,0.09,4360.91,207.03,100,100,7.17,-112.13,0,98.7,100,100,100,1.53,0.94,104.2899,74.94,86.41,,,256,256,5852,5929,0,9,413,413,7,7,,40,357,10292
,27-Apr-23,99.89,99.53,0.06,2918.01,107.44,96.88,100,7.56,-112.37,0.4,98.48,100,88.89,100,1.04,0.59,111.6693,88.45,91.8,,,992,1024,17160,17424,1,5,289,289,8,9,,23,247,8944
,28-Apr-23,99.9,99.75,0.05,4764.03,478.57,100,100,7.76,-112.13,0.51,97.64,100,100,100,1.45,1.57,124.3806,82.72,89.53,,,576,576,15500,15875,1,5,247,247,6,6,,37,197,10369
TN_E_T2_HS_HPSC0288B_B,24-Apr-23,99.88,99.66,0.19,7060.7,321.32,96.39,100,8.66,-113.18,0,99.37,99.65,100,97.67,0.35,0.11,156.3856,90.81,82.97,,,26560,27556,98595,99225,0,25,287,288,15,15,,43,229,13180
,25-Apr-23,99.9,99.51,0.12,6401.31,305.81,96.32,100,8.37,-112.16,1.18,100,100,100,100,0.51,0.07,128.5545,85.26,88.75,,,17816,18496,67599,67599,3,14,319,319,8,8,,52,254,11811
,26-Apr-23,99.91,99.58,0.18,2187.99,164.9,100,100,8.1,-113.06,0,99.4,100,100,100,0.32,0.08,135.9511,75.7,98.43,,,2304,2304,27722,27889,0,20,302,302,7,7,,49,243,11322
,27-Apr-23,99.86,99.81,0.16,3922.01,421.77,100,100,8.5,-113.5,0.37,99.47,99.1,100,100,0.43,0.1,137.6698,80.69,94.47,,,6241,6241,35910,36100,1,14,332,335,14,14,,46,272,8779
,28-Apr-23,99.91,99.2,0.21,2898.25,221.79,97.44,100,7.93,-112.15,0,99.28,99.57,100,100,0.37,0.19,122.7376,74.86,97.02,,,1482,1521,18906,19044,0,25,231,232,16,16,,39,182,11963
TN_E_T2_HS_HPSC0288C_C,24-Apr-23,99.96,99.41,0.21,5255.55,298.16,94.74,100,7.46,-110.28,1.13,100,99.66,87.5,100,1.2,1.23,108.6755,79.71,82.4,,,1368,1444,6889,6889,3,25,293,294,7,8,,11,266,12087
,25-Apr-23,99.98,99.76,0.01,4190.1,224.08,100,,6.54,-109.65,0.45,100,99.62,100,100,1.49,1.71,94.6462,73.03,91.02,,,225,225,5929,5929,1,1,263,264,3,3,,23,224,11718
,26-Apr-23,99.94,99.69,0.06,2652.14,184.14,87.5,100,6.54,-110.26,0.37,98.44,99.68,100,100,1.59,1.36,101.6498,68.07,97.94,,,56,64,16128,16384,1,6,311,312,7,7,,25,270,9567
,27-Apr-23,99.81,99.53,0.13,2771.02,173.29,98.28,100,6.58,-110.32,0,99.35,100,100,100,1.35,0.98,106.0404,77.55,91.43,,,3306,3364,23870,24025,0,15,243,243,15,15,,19,199,11559
,28-Apr-23,99.98,99.89,0.04,3683.81,306.64,94.12,100,6.93,-109.39,0,100,99.29,100,95.45,1.4,0.44,92.7177,66.42,91.76,,,272,289,1681,1681,0,4,278,280,3,3,,22,237,10785
TN_E_T2_HS_HPSC0298A_A,24-Apr-23,99.89,99.88,0.08,2412.03,171.3,95.15,100,5.4,-113.27,0,102.08,98.82,100,100,1.27,0.19,47.4413,31.07,89.13,,,40376,42436,2401,2352,0,4,167,169,28,28,,16,133,4793
,25-Apr-23,100,99.38,0.11,3351.81,504.78,98.88,100,5.76,-113.27,0,98.31,100,100,100,0.86,0.25,45.3735,29.44,76.66,,,7832,7921,3422,3481,0,5,152,152,14,14,,16,127,4539
,26-Apr-23,99.95,100,0.1,7421.15,3657.3,98.28,,6.68,-113.4,0,97.78,100,92.86,100,0.85,0.19,44.0093,28.53,46.79,,,3306,3364,1936,1980,0,4,142,142,13,14,,20,110,3890
,27-Apr-23,99.87,99.71,0.11,3747.24,345.33,98.99,100,5.55,-113.48,0,100,98.99,100,100,0.66,0.18,35.4109,23.26,80.63,,,39203,39601,729,729,0,6,98,99,14,14,,5,87,5318
,28-Apr-23,99.97,99.88,0.02,4890.51,515.55,96.77,,6.56,-114.15,0,96.3,100,100,100,1.03,0.28,55.8422,31.13,72.36,,,3720,3844,702,729,0,1,128,128,17,17,,14,113,5103
TN_E_T2_HS_HPSC0298B_B,24-Apr-23,99.87,99.66,0.19,3575.97,465.28,96.67,100,6.01,-114.34,0,100,100,100,100,0.82,0.19,71.5003,42.02,84.55,,,21750,22500,3136,3136,0,11,118,118,22,22,,19,94,5676
,25-Apr-23,99.86,99.78,0.13,3928.87,339.1,97.78,100,6.41,-114.56,0,99.19,100,97.18,100,0.98,0.21,71.5705,42.91,83.99,,,17820,18225,15375,15500,0,7,169,169,69,71,,18,154,5269
,26-Apr-23,99.83,99.69,0.25,2709.67,128.48,97.18,100,6.06,-114.62,0,98.08,100,100,100,1.06,0.24,70.8355,46.24,95.44,,,4899,5041,10608,10816,0,14,113,113,20,20,,23,89,5691
,27-Apr-23,99.1,95.6,1.62,2376.28,101.07,96.03,100,5.48,-114.48,0,98.2,99.45,100,100,1.14,0.2,53.9989,28.61,92.67,,,22040,22952,12099,12321,0,88,181,182,14,14,,20,158,5441
,28-Apr-23,99.79,99.21,0.25,2994.49,542.04,97.48,100,5.96,-114.35,0,96.64,100,100,93.75,0.61,0.13,66.3151,34.51,86.86,,,24645,25281,13685,14161,0,13,88,88,16,16,,16,74,5179
TN_E_T2_HS_HPSC0298C_C,24-Apr-23,99.79,99.47,0.26,2542.1,237.23,100,100,6.72,-112.21,0,100,100,93.33,100,1.11,0.23,95.1782,55.06,94.58,,,6241,6241,31684,31684,0,21,280,280,14,15,,55,208,8098
,25-Apr-23,99.65,99.56,0.17,2843.72,195.43,96.97,100,6.83,-112.67,0,99.47,99.31,100,100,1.26,0.3,90.1986,63.31,93.83,,,16896,17424,35156,35344,0,14,289,291,14,14,,77,195,8325
,26-Apr-23,99.62,99.35,0.24,3497.91,251.95,93.94,100,6.92,-112.51,0.55,98.51,99.6,100,100,0.9,0.4,91.5839,59.69,89.79,,,9207,9801,71550,72630,1,21,252,253,23,23,,61,182,8729
,27-Apr-23,99.81,99.59,0.24,3411.51,296.35,94.23,96.43,7.09,-112.56,0,99.13,100,100,100,1.23,0.26,74.8357,47.12,89.11,,,2548,2704,51983,52441,0,25,333,333,5,5,,60,255,10359
,28-Apr-23,99.82,99.64,0.17,3091.54,215.62,99.3,100,7.38,-112.52,1.16,98.41,99.57,100,100,0.6,0.1,102.2742,67.61,90.74,,,20022,20164,35340,35910,2,13,234,235,8,8,,44,173,7497
TN_E_T2_HS_HPSC0299A_A,24-Apr-23,99.77,99.72,0.07,4481.29,126.52,96.65,100,5.68,-110.32,0,100,100,100,100,1.72,0.92,24.791,21.63,61.69,,,103659,107256,8281,8281,0,2,116,116,46,46,,7,92,2913
,25-Apr-23,99.34,99.3,0.57,11753,191.07,99.47,100,6.59,-110.32,0,100,100,100,100,0.14,0.43,8.999,7.85,16.36,,,315280,316969,2116,2116,0,7,62,62,25,25,,6,34,1233
,26-Apr-23,99.7,99.6,0.34,7718.23,316.76,98.7,100,6.52,-110.35,0,100,100,100,100,1.01,0.64,23.5935,19.62,59.99,,,211591,214369,4356,4356,0,9,94,94,40,40,,4,77,2667
,27-Apr-23,99.79,99.85,0.25,6188.85,141.55,98.87,100,6.08,-109.87,0,100,99.07,100,100,0.91,0.86,20.8237,15.92,39.92,,,376987,381306,1089,1089,0,6,107,108,103,103,,7,71,2385
